Cache Size (in KB),Block Size (in bytes),Associativity,Replacement,# Blocks,# Rows,Overhead,Imp Memory Size,Cost in $,Total cache accesses,Cache hits,Cache Misses,Comp Misses,Conf Misses,Hit Rate,Miss Rate,CPI,Unused Cache Space,% Unused Cache Space,Waste in $,Unused Cache Blocks
1024,64,16,RND,16384,1024,34816,1058,52.9,350466,345744,4722,4696,26,98.65265104,1.347348958,3.216954387,754.7548828,71.33789063,37.73774414,11688
8,4,1,RR,2048,2048,5120,13,0.65,255911,223421,32490,2041,30449,87.30417997,12.69582003,2.810232925,0.044433594,0.341796875,0.00222168,7
8,4,1,RND,2048,2048,5120,13,0.65,255911,223421,32490,2041,30449,87.30417997,12.69582003,2.810232925,0.044433594,0.341796875,0.00222168,7
8,4,2,RR,2048,1024,5376,13.25,0.65,255911,217239,38672,2048,36624,84.88849639,15.11150361,2.905236844,0,0,0,0
8,4,2,RND,2048,1024,5376,13.25,0.65,255911,230142,25769,2048,23721,89.93048364,10.06951636,2.706945746,0,0,0,0
8,4,4,RR,2048,512,5632,13.5,0.65,255911,210071,45840,2048,43792,82.08752262,17.91247738,3.015393442,0,0,0,0
8,4,4,RND,2048,512,5632,13.5,0.65,255911,231219,24692,2048,22644,90.35133308,9.648666919,2.690394595,0,0,0,0
8,4,8,RR,2048,256,5888,13.75,0.65,255911,204255,51656,2048,49608,79.81485751,20.18514249,3.104772735,0,0,0,0
8,4,8,RND,2048,256,5888,13.75,0.65,255911,231363,24548,2048,22500,90.40760264,9.592397357,2.688181627,0,0,0,0
8,4,16,RR,2048,128,6144,14,0.7,255911,196796,59115,2048,57067,76.90017233,23.09982767,3.219401372,0,0,0,0
8,4,16,RND,2048,128,6144,14,0.7,255911,231370,24541,2048,22493,90.41033797,9.589662031,2.688074052,0,0,0,0
8,16,1,RR,512,512,1280,9.25,0.45,255911,237493,18418,512,17906,92.80296666,7.197033344,3.443110858,0,0,0,0
8,16,1,RND,512,512,1280,9.25,0.45,255911,237493,18418,512,17906,92.80296666,7.197033344,3.443110858,0,0,0,0
8,16,2,RR,512,256,1344,9.3125,0.45,255911,234374,21537,512,21025,91.58418356,8.415816436,3.634839893,0,0,0,0
8,16,2,RND,512,256,1344,9.3125,0.45,255911,241727,14184,512,13672,94.4574481,5.542551903,3.182841307,0,0,0,0
8,16,4,RR,512,128,1408,9.375,0.45,255911,229765,26146,512,25634,89.7831668,10.2168332,3.918161188,0,0,0,0
8,16,4,RND,512,128,1408,9.375,0.45,255911,242384,13527,512,13015,94.71417798,5.285822024,3.142454652,0,0,0,0
8,16,8,RR,512,64,1472,9.4375,0.45,255911,226726,29185,512,28673,88.59564458,11.40435542,4.104972517,0,0,0,0
8,16,8,RND,512,64,1472,9.4375,0.45,255911,243142,12769,512,12257,95.0103747,4.989625299,3.095859395,0,0,0,0
8,16,16,RR,512,32,1536,9.5,0.45,255911,221822,34089,512,33577,86.67935337,13.32064663,4.406427851,0,0,0,0
8,16,16,RND,512,32,1536,9.5,0.45,255911,243024,12887,512,12375,94.96426492,5.03573508,3.10311301,0,0,0,0
8,64,1,RR,128,128,320,8.3125,0.4,255911,243853,12058,128,11930,95.28820567,4.711794335,5.275816672,0,0,0,0
8,64,1,RND,128,128,320,8.3125,0.4,255911,243853,12058,128,11930,95.28820567,4.711794335,5.275816672,0,0,0,0
8,64,2,RR,128,64,336,8.328125,0.4,255911,242024,13887,128,13759,94.57350407,5.42649593,5.72554082,0,0,0,0
8,64,2,RND,128,64,336,8.328125,0.4,255911,248081,7830,128,7702,96.94034254,3.059657459,4.236213777,0,0,0,0
8,64,4,RR,128,32,352,8.34375,0.4,255911,237567,18344,128,18216,92.83188296,7.168117041,6.82145144,0,0,0,0
8,64,4,RND,128,32,352,8.34375,0.4,255911,248372,7539,128,7411,97.05405395,2.945946052,4.164661165,0,0,0,0
8,64,8,RR,128,16,368,8.359375,0.4,255911,234820,21091,128,20963,91.7584629,8.241537097,7.49689826,0,0,0,0
8,64,8,RND,128,16,368,8.359375,0.4,255911,249017,6894,128,6766,97.3060947,2.693905303,4.00606517,0,0,0,0
8,64,16,RR,128,8,384,8.375,0.4,255911,226839,29072,128,28944,88.63980056,11.36019944,9.45930855,0,0,0,0
8,64,16,RND,128,8,384,8.375,0.4,255911,249178,6733,128,6605,97.36900719,2.630992806,3.966477642,0,0,0,0
64,4,1,RR,16384,16384,34816,98,4.9,255911,240379,15532,9376,6156,93.93070247,6.069297529,2.549625281,41.91796875,42.7734375,2.095898438,7008
64,4,1,RND,16384,16384,34816,98,4.9,255911,240379,15532,9376,6156,93.93070247,6.069297529,2.549625281,41.91796875,42.7734375,2.095898438,7008
64,4,2,RR,16384,8192,36864,100,5,255911,241420,14491,10544,3947,94.33748452,5.662515484,2.533627371,35.64453125,35.64453125,1.782226563,5840
64,4,2,RND,16384,8192,36864,100,5,255911,241579,14332,10544,3788,94.39961549,5.600384509,2.531183886,35.64453125,35.64453125,1.782226563,5840
64,4,4,RR,16384,4096,38912,102,5.1,255911,240776,15135,11127,4008,94.08583453,5.914165472,2.543524253,32.72790527,32.08618164,1.636395264,5257
64,4,4,RND,16384,4096,38912,102,5.1,255911,241720,14191,11127,3064,94.45471277,5.545287229,2.529017022,32.72790527,32.08618164,1.636395264,5257
64,4,8,RR,16384,2048,40960,104,5.2,255911,239528,16383,11842,4541,93.59816499,6.401835013,2.562703304,28.83105469,27.72216797,1.441552734,4542
64,4,8,RND,16384,2048,40960,104,5.2,255911,241758,14153,11842,2311,94.46956168,5.530438316,2.528433045,28.83105469,27.72216797,1.441552734,4542
64,4,16,RR,16384,1024,43008,106,5.3,255911,240054,15857,12595,3262,93.80370519,6.196294806,2.554619826,24.51379395,23.1262207,1.225689697,3789
64,4,16,RND,16384,1024,43008,106,5.3,255911,241987,13924,12595,1329,94.55904592,5.440954082,2.524913812,24.51379395,23.1262207,1.225689697,3789
64,16,1,RR,4096,4096,8704,72.5,3.6,255911,247816,8095,3560,4535,96.83679092,3.163209084,2.808542464,9.487304688,13.0859375,0.474365234,536
64,16,1,RND,4096,4096,8704,72.5,3.6,255911,247816,8095,3560,4535,96.83679092,3.163209084,2.808542464,9.487304688,13.0859375,0.474365234,536
64,16,2,RR,4096,2048,9216,73,3.65,255911,248018,7893,3848,4045,96.91572461,3.084275393,2.796125258,4.419921875,6.0546875,0.220996094,248
64,16,2,RND,4096,2048,9216,73,3.65,255911,248638,7273,3848,3425,97.15799633,2.842003665,2.758013042,4.419921875,6.0546875,0.220996094,248
64,16,4,RR,4096,1024,9728,73.5,3.65,255911,246803,9108,3987,5121,96.44095017,3.559049826,2.870812907,1.955932617,2.661132813,0.097796631,109
64,16,4,RND,4096,1024,9728,73.5,3.65,255911,248655,7256,3987,3269,97.16463927,2.835360731,2.75696803,1.955932617,2.661132813,0.097796631,109
64,16,8,RR,4096,512,10240,74,3.7,255911,244342,11569,4074,7495,95.47928772,4.520712279,3.022093815,0.397460938,0.537109375,0.019873047,22
64,16,8,RND,4096,512,10240,74,3.7,255911,248805,7106,4074,3032,97.2232534,2.776746603,2.747747332,0.397460938,0.537109375,0.019873047,22
64,16,16,RR,4096,256,10752,74.5,3.7,255911,242994,12917,4096,8821,94.95254209,5.047457905,3.104957149,0,0,0,0
64,16,16,RND,4096,256,10752,74.5,3.7,255911,248801,7110,4096,3014,97.22169035,2.778309647,2.747993218,0,0,0,0
64,64,1,RR,1024,1024,2176,66.125,3.3,255911,252157,3754,970,2784,98.53308377,1.466916233,3.233985442,3.487060547,5.2734375,0.174353027,54
64,64,1,RND,1024,1024,2176,66.125,3.3,255911,252157,3754,970,2784,98.53308377,1.466916233,3.233985442,3.487060547,5.2734375,0.174353027,54
64,64,2,RR,1024,512,2304,66.25,3.3,255911,252189,3722,1007,2715,98.54558811,1.454411885,3.226117113,1.099853516,1.66015625,0.054992676,17
64,64,2,RND,1024,512,2304,66.25,3.3,255911,252845,3066,1007,2059,98.80192723,1.198072767,3.06481638,1.099853516,1.66015625,0.054992676,17
64,64,4,RR,1024,256,2432,66.375,3.3,255911,251009,4902,1024,3878,98.08449031,1.915509689,3.516261724,0,0,0,0
64,64,4,RND,1024,256,2432,66.375,3.3,255911,252962,2949,1024,1925,98.84764625,1.152353748,3.036047804,0,0,0,0
64,64,8,RR,1024,128,2560,66.5,3.3,255911,249134,6777,1024,5753,97.35181372,2.648186284,3.977296594,0,0,0,0
64,64,8,RND,1024,128,2560,66.5,3.3,255911,252989,2922,1024,1898,98.85819679,1.141803205,3.029408902,0,0,0,0
64,64,16,RR,1024,64,2688,66.625,3.3,255911,248170,7741,1024,6717,96.97512026,3.024879743,4.214329988,0,0,0,0
64,64,16,RND,1024,64,2688,66.625,3.3,255911,253017,2894,1024,1870,98.8691381,1.130861901,3.022524115,0,0,0,0
256,4,1,RR,65536,65536,122880,376,18.8,255911,241795,14116,12837,1279,94.48401984,5.515980165,2.527864435,302.3502197,80.41229248,15.11751099,52699
256,4,1,RND,65536,65536,122880,376,18.8,255911,241795,14116,12837,1279,94.48401984,5.515980165,2.527864435,302.3502197,80.41229248,15.11751099,52699
256,4,2,RR,65536,32768,131072,384,19.2,255911,242225,13686,13441,245,94.652047,5.347952999,2.521256269,305.2441406,79.49066162,15.26220703,52095
256,4,2,RND,65536,32768,131072,384,19.2,255911,242240,13671,13441,230,94.65790841,5.342091587,2.521025751,305.2441406,79.49066162,15.26220703,52095
256,4,4,RR,65536,16384,139264,392,19.6,255911,242265,13646,13575,71,94.66767743,5.332322565,2.520641556,310.8018799,79.28619385,15.54009399,51961
256,4,4,RND,65536,16384,139264,392,19.6,255911,242290,13621,13575,46,94.67744646,5.322553544,2.52025736,310.8018799,79.28619385,15.54009399,51961
256,4,8,RR,65536,8192,147456,400,20,255911,242299,13612,13595,17,94.6809633,5.319036696,2.520119049,317.0227051,79.25567627,15.85113525,51941
256,4,8,RND,65536,8192,147456,400,20,255911,242306,13605,13595,10,94.68369863,5.31630137,2.520011475,317.0227051,79.25567627,15.85113525,51941
256,4,16,RR,65536,4096,155648,408,20.4,255911,242312,13599,13599,0,94.68604319,5.313956805,2.519919268,323.3382568,79.24957275,16.16691284,51937
256,4,16,RND,65536,4096,155648,408,20.4,255911,242312,13599,13599,0,94.68604319,5.313956805,2.519919268,323.3382568,79.24957275,16.16691284,51937
256,16,1,RR,16384,16384,30720,286,14.3,255911,249000,6911,5741,1170,97.29945176,2.700548237,2.735760426,185.78479,64.9597168,9.289239502,10643
256,16,1,RND,16384,16384,30720,286,14.3,255911,249000,6911,5741,1170,97.29945176,2.700548237,2.735760426,185.78479,64.9597168,9.289239502,10643
256,16,2,RR,16384,8192,32768,288,14.4,255911,249301,6610,6154,456,97.41707078,2.582929221,2.71725756,179.8242188,62.43896484,8.991210938,10230
256,16,2,RND,16384,8192,32768,288,14.4,255911,249337,6574,6154,420,97.43113817,2.568861831,2.715044592,179.8242188,62.43896484,8.991210938,10230
256,16,4,RR,16384,4096,34816,290,14.5,255911,249355,6556,6339,217,97.43817186,2.561828136,2.713938109,177.7984619,61.30981445,8.889923096,10045
256,16,4,RND,16384,4096,34816,290,14.5,255911,249428,6483,6339,144,97.46669741,2.533302593,2.709450703,177.7984619,61.30981445,8.889923096,10045
256,16,8,RR,16384,2048,36864,292,14.6,255911,249451,6460,6384,76,97.47568491,2.524315094,2.708036862,178.2226563,61.03515625,8.911132813,10000
256,16,8,RND,16384,2048,36864,292,14.6,255911,249490,6421,6384,37,97.49092458,2.509075421,2.705639481,178.2226563,61.03515625,8.911132813,10000
256,16,16,RR,16384,1024,38912,294,14.7,255911,249508,6403,6395,8,97.49795827,2.502041725,2.704532997,179.2459717,60.96801758,8.962298584,9989
256,16,16,RND,16384,1024,38912,294,14.7,255911,249511,6400,6395,5,97.49913056,2.500869443,2.704348583,179.2459717,60.96801758,8.962298584,9989
256,64,1,RR,4096,4096,7680,263.5,13.15,255911,253186,2725,1835,890,98.93517668,1.064823317,2.980969505,145.4525146,55.20019531,7.272625732,2261
256,64,1,RND,4096,4096,7680,263.5,13.15,255911,253186,2725,1835,890,98.93517668,1.064823317,2.980969505,145.4525146,55.20019531,7.272625732,2261
256,64,2,RR,4096,2048,8192,264,13.2,255911,253401,2510,2033,477,99.01919027,0.980809735,2.928104173,132.9667969,50.36621094,6.648339844,2063
256,64,2,RND,4096,2048,8192,264,13.2,255911,253465,2446,2033,413,99.04419896,0.95580104,2.912367517,132.9667969,50.36621094,6.648339844,2063
256,64,4,RR,4096,1024,8704,264.5,13.2,255911,253464,2447,2151,296,99.0438082,0.956191801,2.912613402,125.5987549,47.48535156,6.279937744,1945
256,64,4,RND,4096,1024,8704,264.5,13.2,255911,253549,2362,2151,211,99.07702287,0.922977129,2.891713154,125.5987549,47.48535156,6.279937744,1945
256,64,8,RR,4096,512,9216,265,13.25,255911,253528,2383,2203,180,99.06881689,0.931183107,2.896876745,122.4719238,46.21582031,6.123596191,1893
256,64,8,RND,4096,512,9216,265,13.25,255911,253633,2278,2203,75,99.10984678,0.890153217,2.871058792,122.4719238,46.21582031,6.123596191,1893
256,64,16,RR,4096,256,9728,265.5,13.25,255911,253538,2373,2225,148,99.0727245,0.927275498,2.894417892,121.2769775,45.67871094,6.063848877,1871
256,64,16,RND,4096,256,9728,265.5,13.25,255911,253660,2251,2225,26,99.12039733,0.879602674,2.86441989,121.2769775,45.67871094,6.063848877,1871
1024,4,1,RR,262144,262144,425984,1440,72,255911,241922,13989,13263,726,94.53364646,5.466353537,2.525912721,1367.144165,94.94056702,68.35720825,248881
1024,4,1,RND,262144,262144,425984,1440,72,255911,241922,13989,13263,726,94.53364646,5.466353537,2.525912721,1367.144165,94.94056702,68.35720825,248881
1024,4,2,RR,262144,131072,458752,1472,73.6,255911,242265,13646,13580,66,94.66767743,5.332322565,2.520641556,1395.745117,94.81964111,69.78725586,248564
1024,4,2,RND,262144,131072,458752,1472,73.6,255911,242271,13640,13580,60,94.670022,5.329978,2.520549349,1395.745117,94.81964111,69.78725586,248564
1024,4,4,RR,262144,65536,491520,1504,75.2,255911,242277,13634,13587,47,94.67236656,5.327633435,2.520457142,1426.047241,94.81697083,71.30236206,248557
1024,4,4,RND,262144,65536,491520,1504,75.2,255911,242311,13600,13587,13,94.68565243,5.314347566,2.519934636,1426.047241,94.81697083,71.30236206,248557
1024,4,8,RR,262144,32768,524288,1536,76.8,255911,242312,13599,13595,4,94.68604319,5.313956805,2.519919268,1456.341797,94.81391907,72.81708984,248549
1024,4,8,RND,262144,32768,524288,1536,76.8,255911,242311,13600,13595,5,94.68565243,5.314347566,2.519934636,1456.341797,94.81391907,72.81708984,248549
1024,4,16,RR,262144,16384,557056,1568,78.4,255911,242313,13598,13598,0,94.68643396,5.313566044,2.5199039,1486.664307,94.81277466,74.33321533,248546
1024,4,16,RND,262144,16384,557056,1568,78.4,255911,242313,13598,13598,0,94.68643396,5.313566044,2.5199039,1486.664307,94.81277466,74.33321533,248546
1024,16,1,RR,65536,65536,106496,1128,56.4,255911,249168,6743,6107,636,97.36509959,2.634900415,2.725433245,1022.886841,90.68145752,51.14434204,59429
1024,16,1,RND,65536,65536,106496,1128,56.4,255911,249168,6743,6107,636,97.36509959,2.634900415,2.725433245,1022.886841,90.68145752,51.14434204,59429
1024,16,2,RR,65536,32768,114688,1136,56.8,255911,249395,6516,6367,149,97.4538023,2.546197702,2.711479256,1025.634521,90.284729,51.28172607,59169
1024,16,2,RND,65536,32768,114688,1136,56.8,255911,249410,6501,6367,134,97.45966371,2.540336289,2.710557186,1025.634521,90.284729,51.28172607,59169
1024,16,4,RR,65536,16384,122880,1144,57.2,255911,249442,6469,6384,85,97.47216806,2.527831942,2.708590104,1032.560547,90.25878906,51.62802734,59152
1024,16,4,RND,65536,16384,122880,1144,57.2,255911,249488,6423,6384,39,97.49014306,2.509856942,2.705762424,1032.560547,90.25878906,51.62802734,59152
1024,16,8,RR,65536,8192,131072,1152,57.6,255911,249504,6407,6393,14,97.49639523,2.503604769,2.704778883,1039.623047,90.24505615,51.98115234,59143
1024,16,8,RND,65536,8192,131072,1152,57.6,255911,249508,6403,6393,10,97.49795827,2.502041725,2.704532997,1039.623047,90.24505615,51.98115234,59143
1024,16,16,RR,65536,4096,139264,1160,58,255911,249514,6397,6397,0,97.50030284,2.49969716,2.704164169,1046.771851,90.23895264,52.33859253,59139
1024,16,16,RND,65536,4096,139264,1160,58,255911,249514,6397,6397,0,97.50030284,2.49969716,2.704164169,1046.771851,90.23895264,52.33859253,59139
1024,64,1,RR,16384,16384,26624,1050,52.5,255911,253368,2543,2064,479,99.00629516,0.993704843,2.936218387,917.7246094,87.40234375,45.88623047,14320
1024,64,1,RND,16384,16384,26624,1050,52.5,255911,253368,2543,2064,479,99.00629516,0.993704843,2.936218387,917.7246094,87.40234375,45.88623047,14320
1024,64,2,RR,16384,8192,28672,1052,52.6,255911,253546,2365,2209,156,99.07585059,0.924149411,2.89245081,910.1623535,86.51733398,45.50811768,14175
1024,64,2,RND,16384,8192,28672,1052,52.6,255911,253559,2352,2209,143,99.08093048,0.91906952,2.889254302,910.1623535,86.51733398,45.50811768,14175
1024,64,4,RR,16384,4096,30720,1054,52.7,255911,253565,2346,2223,123,99.08327504,0.916724955,2.88777899,910.9920654,86.43188477,45.54960327,14161
1024,64,4,RND,16384,4096,30720,1054,52.7,255911,253639,2272,2223,49,99.11219135,0.887808652,2.869583481,910.9920654,86.43188477,45.54960327,14161
1024,64,8,RR,16384,2048,32768,1056,52.8,255911,253662,2249,2234,15,99.12117885,0.878821153,2.86392812,912.0117188,86.36474609,45.60058594,14150
1024,64,8,RND,16384,2048,32768,1056,52.8,255911,253670,2241,2234,7,99.12430493,0.875695066,2.861961037,912.0117188,86.36474609,45.60058594,14150
1024,64,16,RR,16384,1024,34816,1058,52.9,255911,253658,2253,2234,19,99.1196158,0.880384196,2.864911661,913.7390137,86.36474609,45.68695068,14150
1024,64,16,RND,16384,1024,34816,1058,52.9,255911,253670,2241,2234,7,99.12430493,0.875695066,2.861961037,913.7390137,86.36474609,45.68695068,14150
